source_file,source_record,token,expiry,strike,atm_strike,atm_iv,atm_iv_change,atm_iv_percentile,atm_ivp_type,pcr,max_pain_strike,chain_pcr,iv_change,callDelta,gamma,impliedVolatility,putDelta,theta,vega,ce_instrument_token,ce_last_price,ce_net_change,ce_absolute_price_change,ce_oi,ce_oi_change,ce_is_liquid,ce_liquidity_warnings,ce_volume,ce_best_buy_price,ce_best_sell_price,ce_oi_change_quantity,ce_intrinsic_value,ce_intrinsic_value_from_spot,ce_time_value,ce_pop,ce_breakeven,ce_breakeven_percentage,pe_instrument_token,pe_last_price,pe_net_change,pe_absolute_price_change,pe_oi,pe_oi_change,pe_is_liquid,pe_liquidity_warnings,pe_volume,pe_best_buy_price,pe_best_sell_price,pe_oi_change_quantity,pe_intrinsic_value,pe_intrinsic_value_from_spot,pe_time_value,pe_pop,pe_breakeven,pe_breakeven_percentage
256265_2026-03-02.jsonl,6,256265,2026-03-02,25350,25250,10.9,-0.4,49,,0.46,25300,0.16,-0.8,0.31,0.0014,11,-0.69,-14.88,8.1,14056706,50.55,-0.77,-172.05,7741045,23.162,true,,349125400,50.5,50.75,7420660,0,0,50.55,0.22,25400.55,0.88,14056962,174.8,1.94,115.35000000000001,1231945,-0.469,true,,391926210,173.6,174.55,-1088880,124.43,171.35,50.37,0.41,25175.2,-0.01
256265_2026-03-02.jsonl,6,256265,2026-03-02,25400,25250,10.9,-0.4,49,,0.46,25300,0.17,-0.4,0.25,0.0012,11.200000000000001,-0.75,-13.63,7.28,14057218,38.3,-0.79,-148.45,13882050,4.309,true,,436916480,38.35,38.55,11267165,0,0,38.3,0.18,25438.3,1.03,14057474,211.75,1.88,138.25,2341300,-0.651,true,,387545925,211.55,212.6,-4361500,174.43,221.35,37.32,0.43,25188.25,0.04
256265_2026-03-02.jsonl,6,256265,2026-03-02,25450,25250,10.9,-0.4,49,,0.46,25300,0.13,0.2,0.2,0.0011,11.600000000000001,-0.8,-12.48,6.44,14057730,29.9,-0.81,-123.85,6978530,1.675,true,,228394400,29.65,29.9,4369950,0,0,29.9,0.15,25479.9,1.2,14070274,254.55,1.81,163.85000000000002,907985,-0.745,true,,127264865,252.5,253.8,-2657980,224.43,271.35,30.12,0.44,25195.45,0.07
256265_2026-03-02.jsonl,6,256265,2026-03-02,25500,25250,10.9,-0.4,49,,0.46,25300,0.18,0.7000000000000001,0.16,0.0009,12,-0.84,-11.25,5.61,14070530,23.4,-0.81,-100.94999999999999,15730780,0.531,true,,303852250,23.25,23.4,5458570,0,0,23.4,0.12,25523.4,1.37,14070786,297.5,1.67,186,2800200,-0.595,true,,146648450,295.85,297.35,-4113980,274.43,321.35,23.07,0.46,25202.5,0.09
256265_2026-03-02.jsonl,6,256265,2026-03-02,25550,25250,10.9,-0.4,49,,0.46,25300,0.1,1.6,0.13,0.0007,12.4,-0.87,-10.02,4.83,14071042,18.4,-0.82,-81.5,6662565,0.46,true,,136908980,18.35,18.4,2098200,0,0,18.4,0.09,25568.4,1.55,14071298,342.3,1.51,205.95000000000002,644800,-0.62,true,,24787035,341.5,343.65,-1052285,324.43,371.35,17.87,0.47,25207.7,0.12
256265_2026-03-02.jsonl,6,256265,2026-03-02,25600,25250,10.9,-0.4,49,,0.46,25300,0.09,2.1,0.11,0.0006,12.9,-0.89,-8.95,4.16,14071554,14.75,-0.81,-64.05,12946700,0.355,true,,186513795,14.6,14.75,3389360,0,0,14.75,0.07,25614.75,1.73,14071810,388.15,1.35,222.84999999999997,1110135,-0.495,true,,37178115,386.7,389.45,-1089270,374.43,421.35,13.72,0.47,25211.85,0.13
256265_2026-03-02.jsonl,6,256265,2026-03-02,25650,25250,10.9,-0.4,49,,0.46,25300,0.06,2.7,0.09,0.0005,13.5,-0.91,-8.14,3.62,14072066,12.3,-0.8,-48.8,6367985,0.245,true,,92164280,12.3,12.4,1251380,0,0,12.3,0.06,25662.3,1.92,14072322,435,1.2,237.45,384540,-0.397,true,,5030870,432.6,438.55,-253500,424.43,471.35,10.57,0.48,25215,0.14
256265_2026-03-02.jsonl,6,256265,2026-03-02,25700,25250,10.9,-0.4,49,,0.46,25300,0.06,3.2,0.07,0.0004,14.099999999999998,-0.9299999999999999,-7.4,3.16,14072578,10.35,-0.78,-36.699999999999996,11219975,0.115,true,,127176270,10.35,10.45,1158430,0,0,10.35,0.05,25710.35,2.11,14072834,483.2,1.07,250.29999999999998,672490,-0.459,true,,9074130,481.65,486.45,-571415,474.43,521.35,8.77,0.48,25216.8,0.15
256265_2026-03-02.jsonl,6,256265,2026-03-02,25750,25250,10.9,-0.4,49,,0.46,25300,0.03,3.8,0.06,0.0004,14.7,-0.94,-6.8,2.78,14073090,8.9,-0.75,-26.800000000000004,6027580,0.452,true,,77339210,8.85,8.95,1876615,0,0,8.9,0.04,25758.9,2.3,14073346,534.9,0.96,262.4,205400,-0.467,true,,1135485,529.25,537.15,-180050,524.43,571.35,10.47,0.48,25215.1,0.14
256265_2026-03-02.jsonl,6,256265,2026-03-02,25800,25250,10.9,-0.4,49,,0.46,25300,0.05,4.3,0.05,0.0003,15.299999999999999,-0.95,-6.37,2.49,14073602,7.9,-0.71,-19,9562930,0.17,true,,98210970,7.85,7.9,1391650,0,0,7.9,0.03,25807.9,2.5,14073858,581.4,0.86,268.15,430755,-0.425,true,,4171115,581,584.15,-318890,574.43,621.35,6.97,0.49,25218.6,0.16
256265_2026-03-02.jsonl,6,256265,2026-03-02,25850,25250,10.9,-0.4,49,,0.46,25300,0.02,4.8,0.05,0.0003,16,-0.95,-5.97,2.24,14074114,7.05,-0.66,-13.45,4501835,0.284,true,,51639965,7,7.05,996320,0,0,7.05,0.03,25857.05,2.69,14074370,631,0.77,274.9,84175,-0.403,true,,365105,628.5,636.25,-56810,624.43,671.35,6.57,0.49,25219,0.16
256265_2026-03-02.jsonl,6,256265,2026-03-02,25900,25250,10.9,-0.4,49,,0.46,25300,0.03,5.3,0.04,0.0002,16.6,-0.96,-5.45,1.97,14074626,6.1,-0.6,-9.200000000000001,7208045,0.133,true,,72593495,6.05,6.2,847860,0,0,6.1,0.02,25906.1,2.89,14074882,679.15,0.69,276.79999999999995,203970,-0.411,true,,559065,676.75,684.35,-142480,674.43,721.35,4.72,0.49,25220.85,0.17
256265_2026-03-02.jsonl,6,256265,2026-03-02,25950,25250,10.9,-0.4,49,,0.46,25300,0.02,5.7,0.04,0.0002,17.299999999999997,-0.96,-5.19,1.8,14075138,5.6,-0.53,-6.300000000000001,3033225,0.135,true,,35463350,5.45,5.55,361400,0,0,5.6,0.02,25955.6,3.09,14075394,735.1,0.63,285.40000000000003,71045,-0.071,true,,72930,725.5,734.9,-5395,724.43,771.35,10.67,0.48,25214.9,0.14
256265_2026-03-02.jsonl,6,256265,2026-03-02,26000,25250,10.9,-0.4,49,,0.46,25300,0.04,5.8999999999999995,0.03,0.0002,17.9,-0.97,-4.87,1.63,14075650,5.05,-0.48,-4.7,17230135,0.637,true,,120776370,5,5.05,6703385,0,0,5.05,0.02,26005.05,3.28,14075906,778.6,0.57,283.45000000000005,758680,-0.138,true,,1294345,776.2,780.3,-121940,774.43,821.35,4.17,0.49,25221.4,0.17
256265_2026-03-02.jsonl,7,256265,2026-03-02,25000,25250,10.9,-0.4,49,,0.46,25300,9.55,-2.4,0.79,0.001,12.3,-0.20999999999999996,-13.53,6.58,14050818,257.3,-0.51,-272.7,902980,0.73,true,,15175095,258.4,259.7,381160,225.57,178.65,31.73,0.44,25257.3,0.31,14051074,33.6,1.03,17.05,8624980,0.183,true,,279450795,33.6,33.85,1335945,0,0,33.6,0.15,24966.4,-0.84
256265_2026-03-02.jsonl,7,256265,2026-03-02,25050,25250,10.9,-0.4,49,,0.46,25300,14.83,-2.3,0.74,0.0012,11.899999999999999,-0.26,-14.58,7.37,14051330,217.9,-0.55,-266.9,133900,3.204,true,,3769285,217.95,218.7,102050,175.57,128.65,42.33,0.43,25267.9,0.35,14051842,42.15,1.21,23.049999999999997,1985945,0.675,true,,127120305,42.35,42.75,800475,0,0,42.15,0.19,25007.85,-0.68
256265_2026-03-02.jsonl,7,256265,2026-03-02,25100,25250,10.9,-0.4,49,,0.46,25300,5.01,-2.1,0.68,0.0013,11.600000000000001,-0.31999999999999995,-15.72,8.13,14052098,179.75,-0.59,-256.2,931580,6.697,true,,24709490,179.55,180.3,810550,125.57,78.65,54.18,0.4,25279.75,0.4,14052354,54.45,1.44,32.150000000000006,4664790,0.701,true,,256033310,54.3,54.65,1922050,0,0,54.45,0.22,25045.55,-0.53
256265_2026-03-02.jsonl,7,256265,2026-03-02,25150,25250,10.9,-0.4,49,,0.46,25300,2.03,-2,0.62,0.0015,11.200000000000001,-0.38,-16.35,8.72,14052610,144.6,-0.63,-242.9,1632540,28.307,true,,30636125,144.6,145,1576835,75.57,28.65,69.03,0.38,25294.6,0.46,14054914,69.05,1.59,42.4,3312725,1.624,true,,222537965,69,69.35,2050360,0,0,69.05,0.27,25080.95,-0.39
256265_2026-03-02.jsonl,7,256265,2026-03-02,25200,25250,10.9,-0.4,49,,0.46,25300,1.25,-1.7000000000000002,0.54,0.0016,11.1,-0.45999999999999996,-16.73,9.07,14055170,114,-0.67,-231.64999999999998,4706910,15.895,true,,124257315,113.65,114,4428320,25.57,0,88.43,0.35,25314,0.54,14055426,88.65,1.76,56.550000000000004,5892575,0.256,true,,426279165,88.05,88.55,1201200,0,21.35,88.65,0.31,25111.35,-0.27
256265_2026-03-02.jsonl,7,256265,2026-03-02,25250,25250,10.9,-0.4,49,,0.46,25300,0.7,-1.5,0.46,0.0016,10.9,-0.54,-16.47,9.08,14055682,87.55,-0.71,-215.2,3701750,34.705,true,,128151660,87.6,87.85,3598075,0,0,87.55,0.31,25337.55,0.63,14055938,113.65,1.91,74.65,2588820,0.38,true,,381233580,111.8,112.4,712270,24.43,71.35,89.22,0.35,25136.35,-0.17
256265_2026-03-02.jsonl,7,256265,2026-03-02,25300,25250,10.9,-0.4,49,,0.46,25300,0.3,-1.2,0.38,0.0015,10.9,-0.62,-15.84,8.74,14056194,66.55,-0.75,-194.84999999999997,11533405,14.82,true,,437977150,66.3,66.55,10804365,0,0,66.55,0.27,25366.55,0.75,14056450,140.25,1.92,92.15,3440515,-0.241,true,,693858555,140.15,140.85,-1089725,74.43,121.35,65.82,0.38,25159.75,-0.08
256265_2026-03-02.jsonl,7,256265,2026-03-02,25350,25250,10.9,-0.4,49,,0.46,25300,0.16,-0.8,0.31,0.0014,11,-0.69,-14.88,8.1,14056706,50.55,-0.77,-172.05,7741045,23.162,true,,349125400,50.5,50.75,7420660,0,0,50.55,0.22,25400.55,0.88,14056962,174.8,1.94,115.35000000000001,1231945,-0.469,true,,391926210,173.6,174.55,-1088880,124.43,171.35,50.37,0.41,25175.2,-0.01
256265_2026-03-02.jsonl,7,256265,2026-03-02,25400,25250,10.9,-0.4,49,,0.46,25300,0.17,-0.4,0.25,0.0012,11.200000000000001,-0.75,-13.63,7.28,14057218,38.3,-0.79,-148.45,13882050,4.309,true,,436916480,38.35,38.55,11267165,0,0,38.3,0.18,25438.3,1.03,14057474,211.75,1.88,138.25,2341300,-0.651,true,,387545925,211.55,212.6,-4361500,174.43,221.35,37.32,0.43,25188.25,0.04
256265_2026-03-02.jsonl,7,256265,2026-03-02,25450,25250,10.9,-0.4,49,,0.46,25300,0.13,0.2,0.2,0.0011,11.600000000000001,-0.8,-12.48,6.44,14057730,29.9,-0.81,-123.85,6978530,1.675,true,,228394400,29.65,29.9,4369950,0,0,29.9,0.15,25479.9,1.2,14070274,254.55,1.81,163.85000000000002,907985,-0.745,true,,127264865,252.5,253.8,-2657980,224.43,271.35,30.12,0.44,25195.45,0.07
256265_2026-03-02.jsonl,7,256265,2026-03-02,25500,25250,10.9,-0.4,49,,0.46,25300,0.18,0.7000000000000001,0.16,0.0009,12,-0.84,-11.25,5.61,14070530,23.4,-0.81,-100.94999999999999,15730780,0.531,true,,303852250,23.25,23.4,5458570,0,0,23.4,0.12,25523.4,1.37,14070786,297.5,1.67,186,2800200,-0.595,true,,146648450,295.85,297.35,-4113980,274.43,321.35,23.07,0.46,25202.5,0.09
256265_2026-03-02.jsonl,7,256265,2026-03-02,25550,25250,10.9,-0.4,49,,0.46,25300,0.1,1.6,0.13,0.0007,12.4,-0.87,-10.02,4.83,14071042,18.4,-0.82,-81.5,6662565,0.46,true,,136908980,18.35,18.4,2098200,0,0,18.4,0.09,25568.4,1.55,14071298,342.3,1.51,205.95000000000002,644800,-0.62,true,,24787035,341.5,343.65,-1052285,324.43,371.35,17.87,0.47,25207.7,0.12
256265_2026-03-02.jsonl,7,256265,2026-03-02,25600,25250,10.9,-0.4,49,,0.46,25300,0.09,2.1,0.11,0.0006,12.9,-0.89,-8.95,4.16,14071554,14.75,-0.81,-64.05,12946700,0.355,true,,186513795,14.6,14.75,3389360,0,0,14.75,0.07,25614.75,1.73,14071810,388.15,1.35,222.84999999999997,1110135,-0.495,true,,37178115,386.7,389.45,-1089270,374.43,421.35,13.72,0.47,25211.85,0.13
256265_2026-03-02.jsonl,7,256265,2026-03-02,25650,25250,10.9,-0.4,49,,0.46,25300,0.06,2.7,0.09,0.0005,13.5,-0.91,-8.14,3.62,14072066,12.3,-0.8,-48.8,6367985,0.245,true,,92164280,12.3,12.4,1251380,0,0,12.3,0.06,25662.3,1.92,14072322,435,1.2,237.45,384540,-0.397,true,,5030870,432.6,438.55,-253500,424.43,471.35,10.57,0.48,25215,0.14
256265_2026-03-02.jsonl,7,256265,2026-03-02,25700,25250,10.9,-0.4,49,,0.46,25300,0.06,3.2,0.07,0.0004,14.099999999999998,-0.9299999999999999,-7.4,3.16,14072578,10.35,-0.78,-36.699999999999996,11219975,0.115,true,,127176270,10.35,10.45,1158430,0,0,10.35,0.05,25710.35,2.11,14072834,483.2,1.07,250.29999999999998,672490,-0.459,true,,9074130,481.65,486.45,-571415,474.43,521.35,8.77,0.48,25216.8,0.15
256265_2026-03-02.jsonl,7,256265,2026-03-02,25750,25250,10.9,-0.4,49,,0.46,25300,0.03,3.8,0.06,0.0004,14.7,-0.94,-6.8,2.78,14073090,8.9,-0.75,-26.800000000000004,6027580,0.452,true,,77339210,8.85,8.95,1876615,0,0,8.9,0.04,25758.9,2.3,14073346,534.9,0.96,262.4,205400,-0.467,true,,1135485,529.25,537.15,-180050,524.43,571.35,10.47,0.48,25215.1,0.14
256265_2026-03-02.jsonl,7,256265,2026-03-02,25800,25250,10.9,-0.4,49,,0.46,25300,0.05,4.3,0.05,0.0003,15.299999999999999,-0.95,-6.37,2.49,14073602,7.9,-0.71,-19,9562930,0.17,true,,98210970,7.85,7.9,1391650,0,0,7.9,0.03,25807.9,2.5,14073858,581.4,0.86,268.15,430755,-0.425,true,,4171115,581,584.15,-318890,574.43,621.35,6.97,0.49,25218.6,0.16
256265_2026-03-02.jsonl,7,256265,2026-03-02,25850,25250,10.9,-0.4,49,,0.46,25300,0.02,4.8,0.05,0.0003,16,-0.95,-5.97,2.24,14074114,7.05,-0.66,-13.45,4501835,0.284,true,,51639965,7,7.05,996320,0,0,7.05,0.03,25857.05,2.69,14074370,631,0.77,274.9,84175,-0.403,true,,365105,628.5,636.25,-56810,624.43,671.35,6.57,0.49,25219,0.16
256265_2026-03-02.jsonl,7,256265,2026-03-02,25900,25250,10.9,-0.4,49,,0.46,25300,0.03,5.3,0.04,0.0002,16.6,-0.96,-5.45,1.97,14074626,6.1,-0.6,-9.200000000000001,7208045,0.133,true,,72593495,6.05,6.2,847860,0,0,6.1,0.02,25906.1,2.89,14074882,679.15,0.69,276.79999999999995,203970,-0.411,true,,559065,676.75,684.35,-142480,674.43,721.35,4.72,0.49,25220.85,0.17
256265_2026-03-02.jsonl,7,256265,2026-03-02,25950,25250,10.9,-0.4,49,,0.46,25300,0.02,5.7,0.04,0.0002,17.299999999999997,-0.96,-5.19,1.8,14075138,5.6,-0.53,-6.300000000000001,3033225,0.135,true,,35463350,5.45,5.55,361400,0,0,5.6,0.02,25955.6,3.09,14075394,735.1,0.63,285.40000000000003,71045,-0.071,true,,72930,725.5,734.9,-5395,724.43,771.35,10.67,0.48,25214.9,0.14
256265_2026-03-02.jsonl,7,256265,2026-03-02,26000,25250,10.9,-0.4,49,,0.46,25300,0.04,5.8999999999999995,0.03,0.0002,17.9,-0.97,-4.87,1.63,14075650,5.05,-0.48,-4.7,17230135,0.637,true,,120776370,5,5.05,6703385,0,0,5.05,0.02,26005.05,3.28,14075906,778.6,0.57,283.45000000000005,758680,-0.138,true,,1294345,776.2,780.3,-121940,774.43,821.35,4.17,0.49,25221.4,0.17
256265_2026-03-10.jsonl,1,256265,2026-03-10,23250,25250,12.8,1.2,69,,0.55,25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256265_2026-03-10.jsonl,1,256265,2026-03-10,23300,25250,12.8,1.2,69,,0.55,25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256265_2026-03-10.jsonl,1,256265,2026-03-10,23350,25250,12.8,1.2,69,,0.55,25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256265_2026-03-10.jsonl,1,256265,2026-03-10,23400,25250,12.8,1.2,69,,0.55,25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256265_2026-03-10.jsonl,1,256265,2026-03-10,23450,25250,12.8,1.2,69,,0.55,25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256265_2026-03-10.jsonl,1,256265,2026-03-10,23500,25250,12.8,1.2,69,,0.55,25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256265_2026-03-10.jsonl,1,256265,2026-03-10,23550,25250,12.8,1.2,69,,0.55,25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256265_2026-03-10.jsonl,1,256265,2026-03-10,23600,25250,12.8,1.2,69,,0.55,25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256265_2026-03-10.jsonl,1,256265,2026-03-10,23650,25250,12.8,1.2,69,,0.55,25400,,-0.6,0.97,0.0001,20.3,-0.030000000000000027,-2.74,2.97,11633666,0,,,0,0,false,,0,1389.45,1833.7,0,1608.41,1528.65,,,,,11633922,10.4,0.48,3.3500000000000005,387010,1.619,true,,808600,10.4,11,239265,0,0,10.4,0.03,23639.6,-6.11
256265_2026-03-10.jsonl,1,256265,2026-03-10,23700,25250,12.8,1.2,69,,0.55,25400,14727,-0.4,0.97,0.0001,20.1,-0.030000000000000027,-2.9,3.18,11634178,1776.6,0,0,65,0,true,,0,1344.75,1783.15,0,1558.41,1478.65,218.19,0.34,25476.6,1.18,11635202,11.3,0.53,3.9000000000000004,957255,0.746,true,,1900990,11.1,11.5,408850,0,0,11.3,0.03,23688.7,-5.92
256265_2026-03-10.jsonl,1,256265,2026-03-10,23750,25250,12.8,1.2,69,,0.55,25400,894,-0.4,0.96,0.0001,19.8,-0.040000000000000036,-3.08,3.42,11635714,1732.8,0,0,65,0,true,,0,1302.35,1732.95,0,1508.41,1428.65,224.39,0.34,25482.8,1.21,11636482,12.35,0.61,4.699999999999999,58110,1.108,true,,170625,10.35,13,30550,0,0,12.35,0.03,23737.65,-5.72
256265_2026-03-10.jsonl,1,256265,2026-03-10,23800,25250,12.8,1.2,69,,0.55,25400,3607.5,-0.6,0.96,0.0001,19.3,-0.040000000000000036,-3.11,3.54,11636738,1570,-0.11,-189.20000000000005,130,1,true,,130,1282.1,1474,65,1458.41,1378.65,111.59,0.42,25370,0.76,11636994,12.65,0.55,4.5,468975,0.997,true,,1292980,11.8,13,234130,0,0,12.65,0.03,23787.35,-5.53
256265_2026-03-10.jsonl,1,256265,2026-03-10,23850,25250,12.8,1.2,69,,0.55,25400,500,-0.7000000000000001,0.96,0.0001,18.9,-0.040000000000000036,-3.2,3.71,11637250,1692.8,0,0,130,0,true,,0,1231.9,1553.35,0,1408.41,1328.65,284.39,0.3,25542.8,1.45,11637506,13.25,0.51,4.449999999999999,65000,2.145,true,,142480,13.2,17,44330,0,0,13.25,0.03,23836.75,-5.33
256265_2026-03-10.jsonl,1,256265,2026-03-10,23900,25250,12.8,1.2,69,,0.55,25400,2069,-0.6,0.96,0.0001,18.7,-0.040000000000000036,-3.37,3.97,11638018,1451,0.05,74.29999999999995,130,0,true,,65,1086.85,1376.2,0,1358.41,1278.65,92.59,0.43,25351,0.68,11639554,14.35,0.54,5.049999999999999,268970,1.675,true,,1166360,14.1,15.5,168415,0,0,14.35,0.04,23885.65,-5.14
256265_2026-03-10.jsonl,1,256265,2026-03-10,23950,25250,12.8,1.2,69,,0.55,25400,434,-0.6,0.95,0.0001,18.4,-0.050000000000000044,-3.56,4.26,11639810,1601.1,0,-4.150000000000091,130,0,true,,0,1046.55,1441.35,0,1308.41,1228.65,292.69,0.29,25551.1,1.48,11640834,15.65,0.59,5.800000000000001,56420,1.704,true,,206635,14.5,16.1,35555,0,0,15.65,0.04,23934.35,-4.94
256265_2026-03-10.jsonl,1,256265,2026-03-10,24000,25250,12.8,1.2,69,,0.55,25400,66.51,-0.4,0.95,0.0001,18.3,-0.050000000000000044,-3.92,4.7,11641090,1268.35,-0.18,-280.25,20605,25.417,true,,21580,1241.7,1404.2,19825,1258.41,1178.65,9.94,0.5,25268.35,0.36,11641346,18,0.67,7.199999999999999,1370395,1.066,true,,4031365,16.8,18.65,707135,0,0,18,0.05,23982,-4.75
256265_2026-03-10.jsonl,1,256265,2026-03-10,24050,25250,12.8,1.2,69,,0.55,25400,613,-0.6,0.95,0.0001,17.8,-0.050000000000000044,-3.9,4.82,11641602,1441,0,0,65,0,true,,0,1028.8,1432.85,0,1208.41,1128.65,232.59,0.33,25491,1.24,11641858,18.1,0.57,6.550000000000001,39845,1.761,true,,221065,17.65,20.4,25415,0,0,18.1,0.05,24031.9,-4.55
256265_2026-03-10.jsonl,1,256265,2026-03-10,24100,25250,12.8,1.2,69,,0.55,25400,785,-0.5,0.94,0.0002,17.599999999999998,-0.06000000000000005,-4.17,5.22,11642114,1130.7,-0.22,-323.0999999999999,260,3,true,,325,971.45,1299.95,195,1158.41,1078.65,-27.71,0.52,25230.7,0.21,11642370,20.1,0.66,8.000000000000002,204100,0.874,true,,1010425,17.9,21,95160,0,0,20.1,0.05,24079.9,-4.36
256265_2026-03-10.jsonl,1,256265,2026-03-10,24150,25250,12.8,1.2,69,,0.55,25400,426.5,-0.6,0.94,0.0002,17.1,-0.06000000000000005,-4.24,5.45,11642626,1406.85,0,-3.800000000000182,130,0,true,,0,914.5,1254.1,0,1108.41,1028.65,298.44,0.29,25556.85,1.5,11643138,20.9,0.63,8.049999999999999,55445,0.699,true,,218010,18.35,22.9,22815,0,0,20.9,0.06,24129.1,-4.17
256265_2026-03-10.jsonl,1,256265,2026-03-10,24200,25250,12.8,1.2,69,,0.55,25400,2438,-0.6,0.93,0.0002,16.900000000000002,-0.06999999999999995,-4.53,5.9,11643394,1195,-0.12,-166.0999999999999,260,3,true,,390,887.15,1195.3,195,1058.41,978.65,136.59,0.4,25395,0.86,11643650,23.25,0.65,9.15,633880,1.108,true,,2130115,22.55,24.7,333190,0,0,23.25,0.06,24176.75,-3.98
256265_2026-03-10.jsonl,1,256265,2026-03-10,24250,25250,12.8,1.2,69,,0.55,25400,433,-0.6,0.92,0.0002,16.6,-0.07999999999999996,-4.75,6.3,11643906,1319.6,0,0,130,0,true,,0,857.75,1225.85,0,1008.41,928.65,311.19,0.28,25569.6,1.55,11644674,25.3,0.69,10.3,56290,1.532,true,,283400,23.65,27.15,34060,0,0,25.3,0.07,24224.7,-3.79
256265_2026-03-10.jsonl,1,256265,2026-03-10,24300,25250,12.8,1.2,69,,0.55,25400,690.79,-0.7000000000000001,0.92,0.0002,16.2,-0.07999999999999996,-4.94,6.7,11644930,973.35,-0.25,-321.65,910,13,true,,1105,819.7,1108.6,845,958.41,878.65,14.94,0.49,25273.35,0.38,11645186,27.25,0.69,11.100000000000001,628615,1.67,true,,2851420,26.2,28.3,393185,0,0,27.25,0.07,24272.75,-3.6
256265_2026-03-10.jsonl,1,256265,2026-03-10,24350,25250,12.8,1.2,69,,0.55,25400,483.5,-0.5,0.91,0.0002,16.1,-0.08999999999999997,-5.34,7.29,11645442,1183.7,0,0,130,0,true,,0,0,1067.9,0,908.41,828.65,275.29,0.3,25533.7,1.41,11645954,31,0.76,13.399999999999999,62855,1.405,true,,309075,27.65,32.3,36725,0,0,31,0.08,24319,-3.41
256265_2026-03-10.jsonl,1,256265,2026-03-10,24400,25250,12.8,1.2,69,,0.55,25400,1076.13,-0.6,0.9,0.0003,15.8,-0.09999999999999998,-5.59,7.77,11646210,870.35,-0.21,-227.9999999999999,520,7,true,,1105,733.1,1009.1,455,858.41,778.65,11.94,0.5,25270.35,0.36,11646978,33.75,0.75,14.5,559585,0.61,true,,2405715,32.75,33.75,211965,0,0,33.75,0.09,24366.25,-3.23
256265_2026-03-10.jsonl,1,256265,2026-03-10,24450,25250,12.8,1.2,69,,0.55,25400,2154,-0.5,0.89,0.0003,15.6,-0.10999999999999999,-5.95,8.38,11647234,1049.95,0,0,65,0,true,,0,0,1035,0,808.41,728.65,241.54,0.32,25499.95,1.28,11647490,37.85,0.8,16.8,140010,0.888,true,,486135,35.8,38,65845,0,0,37.85,0.1,24412.15,-3.04
256265_2026-03-10.jsonl,1,256265,2026-03-10,24500,25250,12.8,1.2,69,,0.55,25400,19.65,-0.3,0.87,0.0003,15.5,-0.13,-6.35,9.03,11647746,795.4,-0.26,-273.7500000000001,72800,7.96,true,,100165,792,801.75,64675,758.41,678.65,36.99,0.48,25295.4,0.46,11650050,42.6,0.88,19.900000000000002,1430260,0.625,true,,7052695,42.6,44.35,550225,0,0,42.6,0.11,24457.4,-2.86
256265_2026-03-10.jsonl,1,256265,2026-03-10,24550,25250,12.8,1.2,69,,0.55,25400,813,-0.3,0.86,0.0003,15.2,-0.14,-6.63,9.62,11650306,738.3,-0.24,-228.95000000000005,130,0,true,,1040,571.5,863.15,0,708.41,628.65,29.89,0.48,25288.3,0.44,11650562,46.7,0.87,21.750000000000004,105690,0.46,true,,569725,45.05,47.55,33280,0,0,46.7,0.12,24503.3,-2.68
256265_2026-03-10.jsonl,1,256265,2026-03-10,24600,25250,12.8,1.2,69,,0.55,25400,143.51,-0.5,0.85,0.0004,14.799999999999999,-0.15000000000000002,-6.89,10.21,11651330,711.35,-0.28,-276.65,4615,16.75,true,,6175,578.7,819.3,4355,658.41,578.65,52.94,0.46,25311.35,0.53,11651586,51,0.86,23.65,662285,0.399,true,,2396485,51,52,188890,0,0,51,0.13,24549,-2.5
256265_2026-03-10.jsonl,1,256265,2026-03-10,24650,25250,12.8,1.2,69,,0.55,25400,183.25,-0.3,0.83,0.0004,14.7,-0.17000000000000004,-7.32,10.95,11651842,653,-0.25,-222.5,520,7,true,,2535,466.95,688.9,455,608.41,528.65,44.59,0.47,25303,0.49,11652098,57.75,0.92,27.7,95290,0.046,true,,639990,53.85,58,4225,0,0,57.75,0.14,24592.25,-2.33
256265_2026-03-10.jsonl,1,256265,2026-03-10,24700,25250,12.8,1.2,69,,0.55,25400,8.71,-0.4,0.82,0.0004,14.399999999999999,-0.18000000000000005,-7.63,11.63,11652354,621.65,-0.3,-264.6,84045,160.625,true,,107250,615.05,623.45,83525,558.41,478.65,63.24,0.46,25321.65,0.57,11652610,63.9,0.91,30.449999999999996,731835,-0.017,true,,3309605,64,65.3,-12480,0,0,63.9,0.15,24636.1,-2.15
